id,host_response_rate,host_acceptance_rate,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,is_entire_unit,location_chicago,location_kauai,has_luxury_words
688219.0,100.0,99.0,1,6.0,2.0,2.9999999999999996,4.0,114.0,3.0,1125.0,3.0,110.0,96.0,53.0,3.0,4.83,4.81,4.86,4.85,4.9,4.0,4.71,1,0.0,0.0,2.83,1,True,False,1
783772.0,100.0,98.0,1,12.0,3.0,4.0,5.0,756.0,2.0,365.0,2.0,282.0,95.0,38.0,1.0,4.97,4.96,4.99,4.97,5.0,4.84,4.75,0,0.0,0.0,2.78,1,True,False,0
645595.0,100.0,73.0,0,4.0,1.0,2.0,2.0,153.0,2.0,5.0,2.0,124.0,30.000000000000004,10.0,0.0,4.97,4.97,4.97,5.0,5.0,4.9,4.87,0,0.0,0.0,0.93,1,True,False,1
480935.0,100.0,98.0,1,6.0,1.0,2.9999999999999996,4.0,133.0,3.0,30.0,3.0,124.99999999999999,103.0,40.0,0.0,4.98,4.98,4.98,4.98,4.98,4.95,4.91,0,0.0,0.0,3.1200000000000006,1,True,False,0
415135.0,100.0,97.0,0,4.0,1.0,1.0,2.0,88.0,3.0,8.0,3.0,0.0,51.99999999999999,20.0,0.0,4.6,4.67,4.71,4.85,4.79,4.71,4.58,0,0.0,0.0,1.52,0,True,False,0
394248.0,100.0,99.0,1,2.0,1.0,0.0,1.0,107.99999999999999,2.0,20.0,2.0,0.0,98.0,45.0,1.0,4.82,4.92,4.91,4.84,4.97,4.92,4.65,0,0.0,0.0,3.05,1,True,False,1
417307.0,99.0,92.0,1,2.0,1.0,1.0,1.0,103.0,1.0,90.0,2.0,154.0,98.0,39.0,1.0,4.84,4.84,4.87,4.79,4.9,4.94,4.71,0,0.0,0.0,2.95,1,True,False,0
853939.0,43.0,88.0,1,2.0,1.0,1.0,2.0,110.0,2.0,365.0,2.0,189.0,75.0,18.0,0.0,4.84,4.92,4.84,4.95,5.0,4.83,4.81,0,0.0,0.0,2.18,1,True,False,0
485870.0,97.33333333333333,56.00000000000001,1,4.0,1.0,2.0,2.0,107.00000000000001,32.0,365.0,32.0,1.0,0.0,0.0,0.0,4.859999999999999,4.793333333333333,4.8966666666666665,4.963333333333333,5.0,4.823333333333332,4.556666666666667,1,0.0,0.0,1.1099999999999999,1,True,False,0
253031.0,100.0,97.0,1,7.0,2.5,2.0,3.0,174.0,4.0,27.0,5.0,209.0,113.0,44.0,0.0,4.96,4.95,4.9,4.96,5.0,4.81,4.85,0,0.0,0.0,3.35,1,True,False,1
297144.0,99.0,97.0,1,2.0,1.0,1.0,1.0,238.0,32.0,1125.0,334.0,208.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.666666666666666,1,0.0,0.0,0.04,1,True,False,1
555185.0,100.0,99.0,0,6.0,1.0,2.0,3.0,121.0,3.0,28.0,3.0,358.0,103.0,38.0,2.0,4.83,4.86,4.88,4.93,4.95,4.82,4.73,1,0.0,0.0,3.14,0,True,False,1
840581.0,100.0,100.0,1,8.0,1.0,2.9999999999999996,4.0,130.0,2.0,365.0,3.0,273.0,90.0,41.0,1.0,4.81,4.74,4.88,4.88,4.94,4.71,4.81,0,0.0,0.0,2.63,1,True,False,1
679120.0,98.0,92.0,1,2.0,1.0,1.0,2.0,162.0,32.0,365.0,32.0,0.0,4.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0,0.0,0.14,0,True,False,0
171653.0,100.0,100.0,1,4.0,1.0,0.0,1.0,152.0,2.0,365.0,4.0,319.0,129.0,47.0,1.0,4.8,4.87,4.82,4.84,4.91,4.83,4.62,1,0.0,0.0,3.7700000000000005,1,True,False,0
366487.0,100.0,100.0,1,10.0,2.0,2.0,5.0,280.0,2.0,365.0,3.0,218.0,62.0,16.0,1.0,4.81,4.82,4.84,4.9,4.92,4.66,4.61,1,0.0,0.0,1.7899999999999998,1,True,False,1
850578.0,100.0,100.0,0,4.0,1.0,2.0,2.0,186.0,2.0,15.0,2.0,358.0,28.0,9.0,0.0,4.75,4.96,4.71,4.96,4.93,4.96,4.75,0,0.0,0.0,0.85,1,True,False,1
684256.0,100.0,99.0,1,9.0,2.0,4.0,6.0,339.0,2.0,365.0,5.0,67.0,99.0,26.0,2.0,4.78,4.8,4.81,4.87,4.88,4.95,4.69,0,0.0,0.0,3.17,0,True,False,0
178509.0,96.0,96.0,1,2.0,2.0,1.0,1.0,51.0,1.0,28.0,2.0,63.00000000000001,156.0,51.0,1.0,4.78,4.75,4.78,4.88,4.88,4.31,4.75,0,6.0,0.0,4.65,0,True,False,1
705501.0,99.0,97.0,1,4.0,1.0,2.0,2.0,200.99999999999997,32.0,1125.0,334.0,0.0,0.0,0.0,0.0,4.946666666666667,4.936666666666666,4.816666666666666,4.65,4.9833333333333325,4.816666666666666,4.4833333333333325,1,0.0,0.0,0.25999999999999995,1,True,False,1
146952.0,93.0,93.0,1,4.0,1.0,2.0,3.0,140.0,1.0,30.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0,0.0,0.0,2.0,1,True,False,0
631030.0,100.0,100.0,1,2.0,1.0,1.0,1.0,151.0,1.0,365.0,2.0,365.0,10.0,1.0,0.0,4.7,4.6,4.7,4.8,4.9,4.3,4.6,1,4.0,0.0,0.29,0,True,False,0
109725.0,90.0,99.0,1,4.0,1.0,1.0,2.0,154.0,1.0,300.0,5.0,335.0,99.0,29.0,0.0,4.94,4.95,4.95,4.95,4.92,4.95,4.74,0,0.0,0.0,2.91,1,True,False,1
429485.0,100.0,97.0,1,4.0,1.0,1.0,1.0,170.0,2.0,365.0,5.0,64.0,88.00000000000001,35.0,2.0,4.84,4.82,4.85,4.88,4.92,4.95,4.74,0,0.0,0.0,2.56,1,True,False,1
776974.0,100.0,97.0,1,6.0,2.0,2.9999999999999996,3.0,306.0,3.0,365.0,5.0,37.0,119.0,40.0,2.0,4.71,4.74,4.78,4.8,4.9,4.92,4.63,0,0.0,0.0,3.46,1,True,False,1
793644.0,100.0,82.0,0,6.0,2.5,2.9999999999999996,3.0,231.00000000000003,2.0,28.0,2.0,300.0,68.0,25.0,0.0,4.78,4.88,4.71,4.97,4.97,4.93,4.66,0,0.0,0.0,2.09,1,True,False,0
557019.0,100.0,87.0,1,8.0,3.0,4.0,4.0,638.0,3.0,30.0,4.0,0.0,80.0,34.0,1.0,5.0,5.0,4.99,5.0,4.99,4.94,4.9,0,0.0,0.0,2.63,1,True,False,1
437059.0,98.0,98.0,1,3.0,1.0,1.0,1.0,33.0,2.0,30.0,4.0,218.0,101.00000000000001,50.0,4.0,4.52,4.58,4.59,4.72,4.65,4.45,4.5,1,4.0,0.0,3.0000000000000004,0,True,False,1
970591.0000000001,100.0,96.0,1,2.0,1.0,1.0,1.0,146.0,32.0,365.0,32.0,365.0,62.0,0.0,0.0,4.48,4.68,4.47,4.63,4.55,4.92,4.55,0,4.0,0.0,1.86,1,True,False,0
964765.0,100.0,97.0,1,16.0,9.5,10.0,10.0,1507.0,2.0,365.0,5.0,94.0,12.999999999999998,4.0,0.0,5.0,4.85,4.92,4.92,5.0,5.0,4.92,0,0.0,0.0,0.41,1,True,False,1
437081.0,100.0,100.0,1,2.0,1.0,1.0,1.0,33.0,1.0,365.0,2.0,1.0,129.0,56.0,2.0,4.81,4.84,4.88,4.88,4.89,4.36,4.75,0,6.0,0.0,3.97,0,True,False,1
540775.0,100.0,100.0,1,4.0,1.0,1.0,2.0,249.99999999999997,2.0,362.0,2.0,308.0,15.000000000000002,11.0,0.0,5.0,5.0,5.0,4.93,5.0,4.93,4.73,0,0.0,0.0,0.56,1,True,False,1
308773.0,100.0,100.0,1,7.0,2.0,2.0,4.0,379.0,1.0,1125.0,2.0,300.0,101.00000000000001,37.0,1.0,4.99,4.98,4.98,4.98,4.99,4.99,4.89,1,0.0,0.0,3.1200000000000006,1,True,False,1
711878.0,100.0,100.0,1,6.0,1.0,2.0,3.0,299.0,3.0,1125.0,3.0,325.0,29.0,19.0,1.0,4.79,4.79,4.86,4.9,4.97,4.97,4.52,0,0.0,0.0,0.97,1,True,False,1
930863.0,100.0,93.0,1,3.0,1.0,2.0,2.0,127.0,2.0,365.0,2.0,68.0,43.0,5.0,0.0,4.95,4.98,4.98,5.0,4.98,4.84,4.98,0,0.0,0.0,1.33,1,True,False,1
201276.0,100.0,98.0,1,2.0,1.0,1.0,2.0,77.00000000000001,3.0,29.0,3.0,190.0,44.00000000000001,21.0,0.0,4.73,4.82,4.77,4.7,4.95,4.89,4.73,0,0.0,0.0,2.18,1,True,False,1
603407.0,100.0,100.0,1,6.0,2.5,2.0,3.0,542.0,32.0,365.0,32.0,365.0,0.0,0.0,0.0,4.773333333333333,4.92,4.949999999999999,4.626666666666667,4.953333333333333,4.716666666666667,4.713333333333333,0,0.0,0.0,2.53,1,True,False,0
684342.0,100.0,96.0,1,4.0,1.0,2.0,2.0,110.0,2.0,28.0,2.0,286.0,45.0,12.0,0.0,4.98,4.98,4.98,5.0,5.0,4.89,4.87,1,0.0,0.0,1.4,1,True,False,1
574050.0,100.0,100.0,1,2.0,1.0,0.0,1.0,283.0,1.0,28.0,3.0,312.0,153.0,23.0,2.0,4.72,4.72,4.73,4.69,4.71,4.92,4.62,1,0.0,0.0,4.93,1,True,False,1
930181.0,100.0,100.0,1,4.0,2.0,2.0,2.0,400.00000000000006,1.0,28.0,3.0,282.0,40.0,17.0,0.0,4.78,4.75,4.63,4.93,4.78,4.95,4.68,1,0.0,0.0,1.29,1,True,False,1
304214.0,100.0,97.0,1,8.0,3.5,5.0,6.0,245.0,2.0,365.0,5.0,170.0,32.0,19.0,0.0,4.94,4.91,4.78,4.97,4.97,4.81,4.78,0,0.0,0.0,1.46,1,True,False,0
559404.0,100.0,100.0,1,7.0,3.0,2.9999999999999996,4.0,149.0,2.0,365.0,4.0,272.0,35.0,20.0,1.0,4.77,4.8,4.8,4.89,4.94,4.91,4.71,1,0.0,0.0,1.04,1,True,False,1
759204.0,100.0,100.0,1,2.0,1.0,1.0,1.0,61.99999999999999,2.0,365.0,2.0,305.0,88.00000000000001,20.0,0.0,4.67,4.76,4.61,4.95,4.91,4.91,4.63,1,18.0,0.0,2.61,0,True,False,0
307002.0,100.0,95.0,1,2.0,1.0,1.0,1.0,40.0,2.0,1125.0,2.0,203.00000000000003,67.0,31.0,1.0,4.76,4.85,4.84,4.84,4.9,4.58,4.73,0,1.0,0.0,2.04,0,True,False,0
895804.0,100.0,100.0,1,4.0,2.0,2.0,2.0,426.0,1.0,28.0,3.0,302.0,297.0,68.0,2.0,4.67,4.72,4.52,4.76,4.72,4.9,4.49,1,0.0,0.0,9.65,1,True,False,1
338905.0,100.0,82.0,1,2.0,1.0,1.0,1.0,45.0,32.0,365.0,32.0,134.0,3.0,2.0,0.0,4.0,4.0,3.33,5.0,5.0,5.0,4.0,0,2.0,0.0,0.1,0,True,False,1
184417.0,100.0,100.0,1,8.0,2.0,2.9999999999999996,3.0,285.0,2.0,365.0,4.0,1.0,115.0,37.0,0.0,4.72,4.77,4.81,4.8,4.94,4.79,4.61,1,0.0,0.0,3.44,1,True,False,0
604706.0,100.0,75.0,1,5.0,1.5,2.0,3.0,228.0,2.0,3.0000000000000004,2.0,31.0,32.0,7.0,0.0,4.94,4.94,4.97,5.0,5.0,4.94,4.84,0,0.0,0.0,1.0,1,True,False,1
728407.0,99.0,97.0,1,2.0,1.0,1.0,1.0,226.0,32.0,1125.0,334.0,193.00000000000003,0.0,0.0,0.0,4.666666666666666,4.333333333333334,4.666666666666666,4.666666666666666,4.666666666666666,4.666666666666666,4.0,1,0.0,0.0,0.04,1,True,False,1
853760.0,0.0,0.0,0,3.0,2.0,2.0,2.0,55.0,1.0,365.0,2.0,358.0,0.0,0.0,0.0,4.783333333333333,4.84,4.8100000000000005,4.8533333333333335,4.93,4.84,4.746666666666666,0,1.0,0.0,0.9266666666666665,0,True,False,0
406122.0,100.0,88.0,0,2.0,1.0,1.0,1.0,92.00000000000001,2.0,28.0,2.0,321.0,5.0,3.0,0.0,4.0,3.6,4.2,4.8,4.2,3.4,4.0,0,2.0,0.0,0.15,0,True,False,1
670683.0,100.0,100.0,1,4.0,1.0,1.0,2.0,141.0,2.0,29.0,2.0,238.0,45.0,24.0,0.0,4.84,4.82,4.8,4.93,4.91,4.87,4.69,0,0.0,0.0,1.55,1,True,False,1
215066.0,97.0,91.0,1,4.0,1.0,2.0,2.0,83.00000000000001,1.0,90.0,2.0,135.0,90.99999999999999,35.0,3.0,4.8,4.78,4.73,4.82,4.87,4.71,4.67,0,0.0,0.0,2.8099999999999996,1,True,False,0
436518.0,99.0,92.0,1,2.0,1.0,1.0,1.0,77.00000000000001,1.0,90.0,2.0,155.0,83.0,35.0,3.0,4.81,4.87,4.82,4.75,4.92,4.9,4.76,0,0.0,0.0,2.53,1,True,False,1
169654.0,100.0,95.0,1,5.0,1.0,2.0,3.0,120.0,2.0,90.0,2.0,0.0,3.0,2.0,0.0,4.67,5.0,5.0,4.67,5.0,5.0,4.67,0,12.0,0.0,0.16,0,True,False,0
645957.0,99.33333333333333,84.0,1,5.0,2.5,2.9999999999999996,3.0,239.0,32.0,365.0,32.0,1.0,12.999999999999998,0.0,0.0,4.69,4.54,4.54,4.92,4.85,4.85,4.77,1,0.0,0.0,0.43,1,True,False,1
878066.0,80.0,0.0,1,4.0,1.0,2.0,2.0,139.0,32.0,60.0,32.0,276.0,7.0,0.0,0.0,4.86,5.0,5.0,5.0,5.0,5.0,4.86,0,0.0,0.0,0.32,1,True,False,1
372022.0,100.0,98.0,1,6.0,1.5,2.0,3.0,139.0,2.0,30.0,2.0,126.00000000000001,83.0,39.0,4.0,4.96,4.98,4.92,5.0,4.99,4.89,4.93,0,0.0,0.0,3.28,1,True,False,0
273431.0,100.0,100.0,1,6.0,1.0,1.0,3.0,93.00000000000001,1.0,30.0,2.0,248.0,51.0,39.0,0.0,4.94,4.9,4.92,4.9,4.96,4.69,4.86,0,0.0,0.0,1.75,1,True,False,1
536656.0,100.0,98.0,1,1.0,2.0,1.0,1.0,63.0,2.0,27.0,2.0,245.0,24.0,18.0,0.0,4.5,4.5,4.75,4.88,4.75,4.04,4.25,0,6.0,0.0,0.74,0,True,False,1
821905.0,100.0,100.0,1,4.0,1.0,2.0,3.0,106.0,2.0,21.0,3.0,0.0,65.0,25.0,0.0,4.88,4.91,4.95,4.89,4.92,4.94,4.74,0,0.0,0.0,2.12,1,True,False,1
866721.0,100.0,100.0,1,5.0,1.0,4.0,5.0,158.0,60.00000000000001,365.0,60.00000000000001,87.0,8.0,0.0,0.0,4.63,4.88,4.63,5.0,4.88,4.75,4.5,0,0.0,0.0,0.27,1,True,False,0
124660.00000000001,100.0,83.0,1,6.0,2.0,2.0,2.0,299.0,4.0,30.0,4.0,25.0,8.0,5.0,0.0,4.63,4.88,4.38,4.88,5.0,5.0,4.63,0,0.0,0.0,0.37,1,True,False,1
611685.0,100.0,99.0,1,6.0,1.0,1.0,3.0,86.0,2.0,120.0,3.0,347.0,62.0,15.0,1.0,4.92,4.94,4.92,4.95,4.94,4.35,4.89,0,0.0,0.0,1.84,1,True,False,0
275913.0,98.0,98.0,1,3.0,1.0,1.0,2.0,45.0,2.0,30.0,5.0,224.0,98.0,22.0,1.0,4.58,4.66,4.62,4.78,4.76,4.59,4.64,1,4.0,0.0,2.9900000000000007,0,True,False,1
471872.0,98.0,100.0,1,1.0,1.0,1.0,1.0,150.0,32.0,365.0,32.0,365.0,0.0,0.0,0.0,4.529999999999999,4.933333333333334,4.843333333333334,4.8966666666666665,4.643333333333333,4.566666666666666,4.413333333333334,1,0.0,0.0,0.5466666666666666,1,True,False,0
113376.0,96.66666666666667,0.0,1,16.0,3.0,2.9999999999999996,3.0,257.0,32.0,365.0,32.0,1.0,16.0,0.0,0.0,4.31,4.19,4.19,4.44,4.44,4.13,4.25,0,0.0,0.0,0.51,0,True,False,1
350500.0,100.0,95.0,1,16.0,3.0,7.0,9.0,327.0,3.0,365.0,5.0,248.0,94.0,34.0,5.0,4.74,4.79,4.71,4.86,4.76,4.54,4.72,0,0.0,0.0,2.89,1,True,False,1
996614.9999999999,100.0,97.0,1,6.0,2.0,2.9999999999999996,4.0,291.0,2.0,60.0,3.0,249.0,138.0,50.0,2.0,4.75,4.75,4.72,4.84,4.88,4.94,4.59,0,0.0,0.0,4.38,1,True,False,1
507845.0,100.0,99.0,1,3.0,1.0,0.0,2.0,95.0,3.0,365.0,3.0,304.0,42.0,23.0,2.0,4.98,5.0,5.0,4.93,4.98,4.93,4.86,0,0.0,0.0,1.33,1,True,False,1
793355.0,100.0,100.0,1,7.0,3.0,2.9999999999999996,3.0,412.0,1.0,365.0,2.0,1.0,30.000000000000004,14.0,0.0,4.77,4.8,4.7,4.87,4.83,4.3,4.7,0,0.0,0.0,0.98,1,True,False,1
707726.0,100.0,48.0,1,2.0,1.0,1.0,1.0,213.0,32.0,365.0,32.0,364.0,0.0,0.0,0.0,4.633333333333333,4.73,4.709999999999999,4.77,4.753333333333334,4.566666666666666,4.0,1,0.0,0.0,0.4333333333333334,1,True,False,0
586984.0,100.0,100.0,1,6.0,2.0,2.9999999999999996,3.0,232.99999999999997,2.0,365.0,4.0,343.0,57.0,26.0,1.0,4.79,4.77,4.86,4.79,4.89,4.84,4.77,1,0.0,0.0,1.7899999999999998,1,True,False,0
922468.0000000001,100.0,100.0,0,6.0,1.5,2.9999999999999996,5.0,122.0,2.0,365.0,2.0,91.0,35.0,15.0,1.0,4.77,4.71,4.63,4.83,4.86,4.2,4.46,0,0.0,0.0,1.14,1,True,False,1
442002.0,96.0,91.0,1,2.0,1.0,1.0,1.0,85.00000000000001,1.0,90.0,2.0,173.0,138.0,58.0,3.0,4.7,4.73,4.73,4.78,4.83,4.81,4.62,0,0.0,0.0,4.51,1,True,False,0
400228.0,100.0,100.0,1,4.0,1.0,1.0,2.0,299.0,2.0,362.0,2.0,1.0,16.0,6.0,0.0,4.81,5.0,5.0,4.94,4.81,4.88,4.75,0,0.0,0.0,0.55,1,True,False,1
712343.0,100.0,100.0,1,4.0,1.0,2.0,2.0,94.0,32.0,90.0,32.0,171.0,7.0,3.0,0.0,5.0,4.86,5.0,5.0,5.0,4.86,4.86,0,0.0,0.0,0.23,1,True,False,0
199980.0,100.0,100.0,1,4.0,1.0,1.0,1.0,128.0,32.0,365.0,32.0,126.00000000000001,0.0,0.0,0.0,4.91,4.9,4.893333333333333,4.953333333333333,4.98,4.99,4.793333333333333,0,0.0,0.0,1.06,1,True,False,0
952969.0000000001,99.0,97.0,1,4.0,2.0,2.0,2.0,200.99999999999997,32.0,1125.0,334.0,245.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,0.0,0.0,0.030000000000000006,1,True,False,1
165125.0,100.0,99.0,1,4.0,1.0,2.0,3.0,113.0,2.0,10.0,5.0,218.0,38.0,14.0,0.0,4.71,4.87,4.74,4.92,4.89,4.87,4.74,1,0.0,0.0,1.14,1,True,False,1
233601.0,100.0,100.0,1,4.0,2.0,2.0,2.0,327.0,1.0,365.0,5.0,331.0,17.0,17.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,0,0.0,0.0,1.41,1,True,False,1
249093.0,100.0,89.0,1,5.0,1.0,2.0,0.0,65.0,32.0,365.0,32.0,270.0,21.0,3.0,0.0,4.81,4.86,4.81,4.95,4.9,4.95,4.86,0,0.0,0.0,0.66,1,True,False,0
400316.0,100.0,96.0,1,4.0,1.0,2.0,2.0,170.0,2.0,1125.0,4.0,67.0,117.00000000000001,65.0,4.0,4.93,4.91,4.93,4.91,4.97,4.78,4.86,0,0.0,0.0,4.59,1,True,False,0
193951.0,100.0,100.0,1,4.0,1.0,2.0,2.0,168.0,2.0,28.0,2.0,242.00000000000003,79.0,29.0,0.0,4.91,4.91,4.8,4.94,4.95,4.84,4.78,1,1.0,0.0,2.41,0,True,False,1
533623.0,99.0,97.0,1,2.0,1.0,1.0,1.0,122.0,32.0,1125.0,335.0,0.0,0.0,0.0,0.0,4.166666666666666,4.333333333333334,4.25,4.333333333333334,4.333333333333334,4.666666666666666,3.5833333333333335,1,0.0,0.0,0.08999999999999998,1,True,False,1
769969.0,99.0,97.0,1,2.0,1.0,1.0,1.0,111.0,32.0,1125.0,334.0,73.0,0.0,0.0,0.0,4.946666666666667,4.936666666666666,4.816666666666666,4.65,4.9833333333333325,4.816666666666666,4.4833333333333325,1,0.0,0.0,0.25999999999999995,1,True,False,1
652259.0,100.0,96.0,1,4.0,1.0,1.0,1.0,165.0,32.0,365.0,32.0,90.0,38.0,0.0,0.0,4.45,4.61,4.47,4.79,4.79,4.97,4.55,0,4.0,0.0,1.19,1,True,False,0
118384.0,100.0,100.0,1,2.0,1.5,1.0,1.0,63.0,3.0,62.0,5.0,180.0,12.0,4.0,0.0,4.67,4.67,4.75,4.92,4.83,4.67,4.42,0,3.0,0.0,0.37,0,True,False,1
388135.0,100.0,49.0,1,3.0,1.0,1.0,1.0,199.00000000000003,32.0,365.0,32.0,89.0,0.0,0.0,0.0,4.666666666666666,4.666666666666666,4.666666666666666,4.666666666666666,4.333333333333334,4.833333333333334,4.666666666666666,0,0.0,0.0,0.42000000000000004,0,True,False,1
882386.0,100.0,99.0,1,2.0,1.0,2.9999999999999996,1.0,32.0,2.0,365.0,2.0,316.0,25.0,17.0,1.0,4.8,4.72,4.6,4.88,4.92,4.8,4.76,0,7.0,0.0,1.01,0,True,False,0
807709.0,97.0,90.0,1,4.0,1.0,2.0,2.0,121.0,1.0,90.0,2.0,138.0,80.0,34.0,1.0,4.7,4.75,4.84,4.86,4.94,4.94,4.7,0,0.0,0.0,2.49,1,True,False,1
169288.0,97.0,90.0,1,6.0,2.0,2.9999999999999996,3.0,253.0,1.0,90.0,2.0,173.0,124.0,53.0,1.0,4.64,4.7,4.53,4.69,4.81,4.85,4.63,0,0.0,0.0,3.95,1,True,False,1
880871.0,100.0,92.0,1,8.0,1.5,4.0,6.0,307.0,3.0,28.0,3.0,31.0,51.0,21.0,2.0,4.76,4.76,4.84,4.9,4.8,4.39,4.75,0,0.0,0.0,1.55,1,True,False,1
736173.0,88.0,98.0,1,2.0,1.0,1.0,1.0,279.0,1.0,365.0,1.0,20.0,25.0,4.0,2.0,4.52,4.6,4.48,4.64,4.56,4.8,4.44,1,17.0,0.0,0.7500000000000001,0,True,False,1
564173.0,86.0,96.0,1,4.0,1.0,2.0,2.0,135.0,2.0,7.0,2.0,318.0,79.0,28.0,0.0,4.96,4.95,5.0,4.99,4.9,4.87,4.81,0,0.0,0.0,2.41,1,True,False,0
568256.0,100.0,100.0,1,1.0,1.0,1.0,1.0,37.0,32.0,180.0,32.0,106.00000000000001,2.0,1.0,0.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1.0,0.0,0.13,0,True,False,1
683446.0,100.0,92.0,1,2.0,1.0,1.0,1.0,143.0,7.0,180.0,17.0,328.0,4.0,4.0,0.0,4.75,4.75,4.75,5.0,5.0,5.0,5.0,1,0.0,0.0,0.55,1,True,False,1
364097.0,97.0,90.0,1,6.0,2.0,2.9999999999999996,3.0,217.99999999999997,1.0,90.0,2.0,139.0,143.0,51.0,2.0,4.78,4.9,4.78,4.75,4.83,4.75,4.78,0,0.0,0.0,4.4,1,True,False,1
835474.0,100.0,90.0,1,2.0,1.0,0.0,0.0,84.00000000000001,1.0,90.0,2.0,170.0,215.0,68.0,2.0,4.54,4.61,4.68,4.84,4.84,4.84,4.49,1,0.0,0.0,6.589999999999999,1,True,False,1
356772.0,100.0,100.0,1,14.0,2.0,4.0,8.0,724.0,3.0,365.0,4.0,233.0,81.0,35.0,1.0,4.93,4.95,4.93,4.94,4.99,4.98,4.9,1,0.0,0.0,2.62,1,True,False,1
505271.0,100.0,90.0,1,2.0,1.0,0.0,1.0,85.00000000000001,1.0,90.0,2.0,139.0,92.0,30.0,3.0,4.78,4.85,4.84,4.84,4.95,4.92,4.68,0,0.0,0.0,2.95,1,True,False,1
262812.0,100.0,90.0,1,6.0,1.0,2.9999999999999996,3.0,267.0,1.0,90.0,2.0,158.0,132.0,49.0,1.0,4.71,4.84,4.66,4.7,4.86,4.84,4.66,0,0.0,0.0,4.1,1,True,False,1
119537.00000000001,100.0,81.0,1,12.0,2.5,2.0,7.0,540.0,2.0,365.0,2.0,365.0,24.0,8.0,0.0,4.83,4.83,4.75,4.88,4.92,5.0,4.67,0,0.0,0.0,0.74,1,True,False,1
573869.0,100.0,49.0,1,2.0,1.0,1.0,1.0,119.0,32.0,365.0,32.0,0.0,2.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0,0.0,0.15,0,True,False,1
937837.0,97.33333333333333,100.0,1,2.0,1.0,1.0,1.0,200.00000000000003,32.0,365.0,32.0,90.0,0.0,0.0,0.0,4.836666666666666,4.836666666666666,4.863333333333333,4.906666666666666,4.826666666666666,4.883333333333333,4.673333333333334,1,0.0,0.0,1.1099999999999999,1,True,False,1
609135.0,100.0,100.0,1,2.0,1.0,1.0,1.0,61.99999999999999,2.0,365.0,2.0,323.0,80.0,48.0,3.0,4.55,4.71,4.91,4.84,4.91,4.6,4.55,0,0.0,0.0,3.74,1,True,False,0
838070.0,100.0,97.0,1,6.0,2.0,2.0,3.0,212.0,2.0,21.0,5.0,62.0,100.0,40.0,4.0,4.89,4.89,4.87,4.89,4.99,4.98,4.82,0,0.0,0.0,3.03,1,True,False,1
921601.0000000001,98.0,92.0,1,2.0,1.0,1.0,1.0,75.00000000000001,1.0,90.0,2.0,163.0,81.0,40.0,1.0,4.69,4.85,4.91,4.52,4.84,4.79,4.62,0,0.0,0.0,2.49,1,True,False,1
730478.0,97.0,90.0,1,6.0,1.0,2.0,3.0,154.0,1.0,90.0,2.0,116.00000000000001,115.0,47.0,1.0,4.74,4.8,4.75,4.8,4.86,4.93,4.72,0,0.0,0.0,3.6,1,True,False,0
298279.0,97.0,90.0,1,4.0,1.0,2.0,2.0,131.0,1.0,90.0,2.0,164.0,128.0,56.0,3.0,4.73,4.78,4.8,4.79,4.85,4.89,4.71,0,0.0,0.0,4.02,1,True,False,0
424336.0,100.0,91.0,1,4.0,1.0,2.0,3.0,129.0,32.0,365.0,32.0,305.0,10.0,2.0,0.0,4.6,4.7,4.5,4.9,4.7,4.5,4.2,0,0.0,0.0,0.33,1,True,False,1
639728.0,99.0,97.0,1,2.0,1.0,1.0,1.0,160.0,32.0,1125.0,334.0,239.99999999999997,0.0,0.0,0.0,4.666666666666666,4.333333333333334,4.666666666666666,4.666666666666666,4.666666666666666,4.666666666666666,4.0,1,0.0,0.0,0.04333333333333333,1,True,False,1
210241.0,100.0,97.0,1,16.0,3.0,5.0,10.0,652.0,2.0,365.0,4.0,65.0,116.0,43.0,2.0,4.84,4.91,4.88,4.88,4.88,4.82,4.71,0,0.0,0.0,3.61,0,True,False,1
820797.0,100.0,97.0,1,6.0,2.0,2.9999999999999996,3.0,225.0,2.0,28.0,4.0,101.00000000000001,74.0,26.0,0.0,4.97,4.95,4.95,5.0,5.0,4.99,4.84,0,0.0,0.0,2.35,1,True,False,1
